Pré,Fine-Tunning,Treino Acurácia,Treino Loss,Valid Acurácia,Valid Loss,Test Acurácia,Test Loss
Sem,5,0.33862432837486267,1.5671803951263428,0.22891566157341003,8.452016830444336,0.14782609045505524,7.412429332733154
