Pré,Fine-Tunning,Treino Acurácia,Treino Loss,Valid Acurácia,Valid Loss,Test Acurácia,Test Loss
SkinTresh,0,0.9644746780395508,0.11376595497131348,0.8795180916786194,0.5587015748023987,0.782608687877655,0.5937831997871399
