Pré,Fine-Tunning,Treino Acurácia,Treino Loss,Valid Acurácia,Valid Loss,Test Acurácia,Test Loss
Contraste + Bordas,0,0.990173876285553,0.036955948919057846,0.8674699068069458,0.5419820547103882,0.800000011920929,0.7662181258201599
