Pré,Fine-Tunning,Treino Acurácia,Treino Loss,Valid Acurácia,Valid Loss,Test Acurácia,Test Loss
Bordas,0,0.9410430788993835,0.16301032900810242,0.7228915691375732,1.1176944971084595,0.8173912763595581,0.6074957251548767
