Pré,Fine-Tunning,Treino Acurácia,Treino Loss,Valid Acurácia,Valid Loss,Test Acurácia,Test Loss
Contraste,0,0.9939531087875366,0.02422398515045643,0.849397599697113,0.7012159824371338,0.8115941882133484,0.5772566199302673
