Pré,Fine-Tunning,Treino Acurácia,Treino Loss,Valid Acurácia,Valid Loss,Test Acurácia,Test Loss
Sem,0,0.8405140042304993,0.49756547808647156,0.7349397540092468,1.0846195220947266,0.7739130258560181,0.6687301397323608
