Pré,Fine-Tunning,Treino Acurácia,Treino Loss,Valid Acurácia,Valid Loss,Test Acurácia,Test Loss
Contraste + Bordas,1,0.9697656631469727,0.07812175154685974,0.8192771077156067,0.7695672512054443,0.8173912763595581,0.6460199952125549
