Pré,Fine-Tunning,Treino Acurácia,Treino Loss,Valid Acurácia,Valid Loss,Test Acurácia,Test Loss
Contraste + SkinTresh,0,0.9153439402580261,0.23621170222759247,0.8373494148254395,0.6009601354598999,0.8202898502349854,0.7409490346908569
