Pré,Fine-Tunning,Treino Acurácia,Treino Loss,Valid Acurácia,Valid Loss,Test Acurácia,Test Loss
SkinTresh,1,0.8805744647979736,0.5188879370689392,0.7710843086242676,0.9733152389526367,0.8202898502349854,0.5981206297874451
