Pré,Fine-Tunning,Treino Acurácia,Treino Loss,Valid Acurácia,Valid Loss,Test Acurácia,Test Loss
Sem,3,0.9962207078933716,0.015623673796653748,0.5060241222381592,2.1621110439300537,0.4985507130622864,1.2681355476379395
