Pré,Fine-Tunning,Treino Acurácia,Treino Loss,Valid Acurácia,Valid Loss,Test Acurácia,Test Loss
Contraste,1,0.9750567078590393,0.0656215101480484,0.8373494148254395,0.6971320509910583,0.8260869383811951,0.5812421441078186
