Pré,Fine-Tunning,Treino Acurácia,Treino Loss,Valid Acurácia,Valid Loss,Test Acurácia,Test Loss
Contraste + SkinTresh,1,0.8503401279449463,0.5039516091346741,0.6445783376693726,1.7091034650802612,0.7971014380455017,0.5815089344978333
